,tweet,Cleaned_tweet,POS_tagged,Lemma,stemming
2603,"@BinarisSitumor2 @ariel_heryanto #PercumaLaporPolisi baru satu persoalan dari ribuan kebobrokan lain lembaga², instansi² pengelola negara ini jika ditagari.  Suram betul lahir dan tumbuh di negara kebalikan spt ini. Rakyatnya momong pemerintah dan wakil", binarissitumor ariel heryanto percumalaporpolisi baru satu persoalan dari ribuan kebobrokan lain lembaga instansi pengelola negara ini jika ditagari suram betul lahir dan tumbuh di negara kebalikan spt ini rakyatnya momong pemerintah dan wakil,"[('binarissitumor', 'n'), ('ariel', 'n'), ('heryanto', 'n'), ('percumalaporpolisi', 'n'), ('ribuan', 'a'), ('kebobrokan', 'n'), ('lembaga', 'a'), ('instansi', 'n'), ('pengelola', 'n'), ('negara', 'n'), ('ditagari', 'n'), ('suram', 'n'), ('lahir', 'a'), ('tumbuh', 'n'), ('negara', 'n'), ('kebalikan', 'n'), ('spt', 'n'), ('rakyatnya', 'n'), ('momong', 'a'), ('pemerintah', 'n'), ('wakil', 'n')]",  binarissitumor ariel heryanto percumalaporpolisi ribuan kebobrokan lembaga instansi pengelola negara ditagari suram lahir tumbuh negara kebalikan spt rakyatnya momong pemerintah wakil,binarissitumor ariel heryanto percumalaporpolisi ribu bobrok lembaga instansi kelola negara tagar suram lahir tumbuh negara balik spt rakyat momong perintah wakil
2604,#PercumaLaporPolisi   Tapi kalo Eun Chol bisa dibicarakan baik baik  https://t.co/AWZZGRt61x, percumalaporpolisi tapi kalo eun chol bisa dibicarakan baik baik ,"[('percumalaporpolisi', 'n'), ('kalo', 'n'), ('eun', 'n'), ('chol', 'n'), ('dibicarakan', 'n')]",  percumalaporpolisi kalo eun chol dibicarakan,percumalaporpolisi kalo eun chol bicara
2605,@txtdrpemerintah #PercumaLaporPolisi, txtdrpemerintah percumalaporpolisi,"[('txtdrpemerintah', 'n'), ('percumalaporpolisi', 'n')]",  txtdrpemerintah percumalaporpolisi,txtdrpemerintah percumalaporpolisi
2606,"@mardiasih Karena mungkin saat ini, Ibu dari 3 anak tersebut dan pihak kepolisian sedang membutuhkan peran aktif kita. Bukan hanya sebuah hastag : #PercumaLaporPolisi atau #PolriSesuaiProsedur.  Karena itu hanya akan berlalu dan meninggalkan jejak prasang", mardiasih karena mungkin saat ini ibu dari anak tersebut dan pihak kepolisian sedang membutuhkan peran aktif kita bukan hanya sebuah hastag percumalaporpolisi atau polrisesuaiprosedur karena itu hanya akan berlalu dan meninggalkan jejak prasang,"[('mardiasih', 'n'), ('anak', 'n'), ('kepolisian', 'a'), ('membutuhkan', 'n'), ('peran', 'n'), ('aktif', 'n'), ('hastag', 'n'), ('percumalaporpolisi', 'n'), ('polrisesuaiprosedur', 'n'), ('meninggalkan', 'n'), ('jejak', 'n'), ('prasang', 'n')]",  mardiasih anak kepolisian membutuhkan peran aktif hastag percumalaporpolisi polrisesuaiprosedur meninggalkan jejak prasang,mardiasih anak polisi butuh peran aktif hastag percumalaporpolisi polrisesuaiprosedur tinggal jejak prasang
2607,"Artikel ""Tiga Anak Saya Diperkosa"" relate dengan kejenakaan hukum di negeri komedi..   #PercumaLaporPolisi",artikel tiga anak saya diperkosa relate dengan kejenakaan hukum di negeri komedi percumalaporpolisi,"[('artikel', 'n'), ('anak', 'n'), ('diperkosa', 'n'), ('relate', 'n'), ('kejenakaan', None), ('hukum', 'n'), ('negeri', 'a'), ('komedi', 'n'), ('percumalaporpolisi', 'n')]",  artikel anak diperkosa relate kejenakaan hukum negeri komedi percumalaporpolisi,artikel anak perkosa relate jenaka hukum negeri komedi percumalaporpolisi
2608,"Pernah Gereja dijebol maling sampai kehilangan sound system pas jemaat lapor POLISI cuma dijawab ""mungkin kalian lupa menaruh barangnya dimana""  Kata jgn main hakim sendiri, serahkan ke yg berwajib masih worth it ?  Karena..  #PercumaLaporPolisi",pernah gereja dijebol maling sampai kehilangan sound system pas jemaat lapor polisi cuma dijawab mungkin kalian lupa menaruh barangnya dimana kata jgn main hakim sendiri serahkan ke yg berwajib masih worth it karena percumalaporpolisi,"[('gereja', 'n'), ('dijebol', 'n'), ('maling', 'v'), ('kehilangan', 'v'), ('sound', 'a'), ('system', 'n'), ('pas', 'a'), ('jemaat', 'n'), ('lapor', 'n'), ('polisi', 'n'), ('lupa', 'n'), ('menaruh', 'n'), ('barangnya', 'n'), ('dimana', 'n'), ('jgn', 'n'), ('main', 'a'), ('hakim', 'n'), ('serahkan', 'a'), ('yg', 'n'), ('berwajib', 'n'), ('worth', None), ('it', None), ('percumalaporpolisi', 'n')]",  gereja dijebol maling kehilangan sound system pas jemaat lapor polisi lupa menaruh barangnya dimana jgn main hakim serahkan yg berwajib worth it percumalaporpolisi,gereja jebol maling hilang sound system pas jemaat lapor polisi lupa taruh barang mana jgn main hakim serah yg wajib worth it percumalaporpolisi
2609,#PercumaLaporPolisi membela orang yang salah.. Giliran diviralkan ketar-ketir &amp; otaknya baru bekerja  MEMALUKAN, percumalaporpolisi membela orang yang salah giliran diviralkan ketar ketir amp otaknya baru bekerja memalukan,"[('percumalaporpolisi', 'n'), ('membela', 'n'), ('orang', 'n'), ('salah', 'n'), ('giliran', 'n'), ('diviralkan', 'n'), ('ketar', 'n'), ('ketir', 'n'), ('amp', 'n'), ('otaknya', 'n'), ('memalukan', 'n')]",  percumalaporpolisi membela orang salah giliran diviralkan ketar ketir amp otaknya memalukan,percumalaporpolisi bela orang salah gilir diviralkan ketar tir amp otak malu
2610,@kumparan #PercumaLaporPolisi, kumparan percumalaporpolisi,"[('kumparan', 'n'), ('percumalaporpolisi', 'n')]",  kumparan percumalaporpolisi,kumpar percumalaporpolisi
2611,#PolriSesuaiProsedur Pala lu peak. Kita yg lapor kita pula yg suruh cari bukti. Kan #PercumaLaporPolisi, polrisesuaiprosedur pala lu peak kita yg lapor kita pula yg suruh cari bukti kan percumalaporpolisi,"[('polrisesuaiprosedur', 'n'), ('pala', 'n'), ('lu', 'n'), ('peak', 'n'), ('yg', 'n'), ('lapor', 'n'), ('yg', 'n'), ('suruh', 'n'), ('cari', 'n'), ('bukti', 'n'), ('percumalaporpolisi', 'n')]",  polrisesuaiprosedur pala lu peak yg lapor yg suruh cari bukti percumalaporpolisi,polrisesuaiprosedur pala lu peak yg lapor yg suruh cari bukti percumalaporpolisi
2612,@txtdrpemerintah Jadi intinya #PercumaLaporPolisi, txtdrpemerintah jadi intinya percumalaporpolisi,"[('txtdrpemerintah', 'n'), ('intinya', 'n'), ('percumalaporpolisi', 'n')]",  txtdrpemerintah intinya percumalaporpolisi,txtdrpemerintah inti percumalaporpolisi
2613,"Pernah lapor motor ilang, malah dibecandain dan diajak tukeran whatsapp sama reskrim #PercumaLaporPolisi",pernah lapor motor ilang malah dibecandain dan diajak tukeran whatsapp sama reskrim percumalaporpolisi,"[('lapor', 'n'), ('motor', 'n'), ('ilang', 'n'), ('dibecandain', 'n'), ('diajak', 'n'), ('tukeran', 'n'), ('whatsapp', 'n'), ('reskrim', 'n'), ('percumalaporpolisi', 'n')]",  lapor motor ilang dibecandain diajak tukeran whatsapp reskrim percumalaporpolisi,lapor motor ilang dibecandain ajak tukeran whatsapp reskrim percumalaporpolisi
2614,@txtdrpemerintah #PercumaLaporPolisi, txtdrpemerintah percumalaporpolisi,"[('txtdrpemerintah', 'n'), ('percumalaporpolisi', 'n')]",  txtdrpemerintah percumalaporpolisi,txtdrpemerintah percumalaporpolisi
2615,"Serendah rendahnya buzzer, adalah yang ngebuzzerin dirinya sendiri 😂 Kalian paham lah maksudnya  #PercumaLaporPolisi #PolriSesuaiProsedur",serendah rendahnya buzzer adalah yang ngebuzzerin dirinya sendiri kalian paham lah maksudnya percumalaporpolisi polrisesuaiprosedur,"[('serendah', 'n'), ('rendahnya', 'n'), ('buzzer', 'n'), ('ngebuzzerin', 'a'), ('paham', 'n'), ('maksudnya', 'n'), ('percumalaporpolisi', 'n'), ('polrisesuaiprosedur', 'n')]",  serendah rendahnya buzzer ngebuzzerin paham maksudnya percumalaporpolisi polrisesuaiprosedur,serendah rendah buzzer ngebuzzerin paham maksud percumalaporpolisi polrisesuaiprosedur
2616,sebuah pengejawantahan dari #PercumaLaporPolisi.,sebuah pengejawantahan dari percumalaporpolisi ,"[('pengejawantahan', 'n'), ('percumalaporpolisi', 'n')]",  pengejawantahan percumalaporpolisi,ejawantah percumalaporpolisi
2617,Kririk keras diutarakan oleh Kepala Divisi Advokasi Kontras Andi Muhammad Rezaldi yang menyebut bahwa ramainya tagar #PercumaLaporPolisi mestinya jadi momentum melakukan reformasi di pihak polisi. / #LuwuTimur #SulawesiSelatan #JernihkanHarapan   https://t.co/LUGAJysbCn,kririk keras diutarakan oleh kepala divisi advokasi kontras andi muhammad rezaldi yang menyebut bahwa ramainya tagar percumalaporpolisi mestinya jadi momentum melakukan reformasi di pihak polisi luwutimur sulawesiselatan jernihkanharapan ,"[('kririk', 'n'), ('keras', 'n'), ('diutarakan', 'v'), ('kepala', 'n'), ('divisi', 'n'), ('advokasi', 'n'), ('kontras', None), ('andi', 'n'), ('muhammad', 'n'), ('rezaldi', 'n'), ('menyebut', 'n'), ('ramainya', 'n'), ('tagar', 'n'), ('percumalaporpolisi', 'n'), ('mestinya', 'n'), ('momentum', 'n'), ('reformasi', 'n'), ('polisi', 'n'), ('luwutimur', 'n'), ('sulawesiselatan', 'n'), ('jernihkanharapan', 'n')]",  kririk kera diutarakan kepala divisi advokasi kontras andi muhammad rezaldi menyebut ramainya tagar percumalaporpolisi mestinya momentum reformasi polisi luwutimur sulawesiselatan jernihkanharapan,kririk kera utara kepala divisi advokasi kontras andi muhammad rezaldi sebut ramai tagar percumalaporpolisi mesti momentum reformasi polisi luwutimur sulawesiselatan jernihkanharapan
2618,Thread  Wakil Ketua Komisi III DPR dari Fraksi Nasdem Ahmad Sahroni menilai wajar muncul tagar di medsos #Percumalaporpolisi setelah mencuatnya dugaan kasus pemerkosaan tiga anak oleh ayahnya di Luwu Timur. / #LuwuTimur #SulawesiSelatan #JernihkanHarapan   https://t.co/iadmAM5ccF,thread wakil ketua komisi iii dpr dari fraksi nasdem ahmad sahroni menilai wajar muncul tagar di medsos percumalaporpolisi setelah mencuatnya dugaan kasus pemerkosaan tiga anak oleh ayahnya di luwu timur luwutimur sulawesiselatan jernihkanharapan ,"[('thread', 'a'), ('wakil', 'n'), ('ketua', 'n'), ('komisi', 'n'), ('iii', 'n'), ('dpr', 'n'), ('fraksi', 'n'), ('nasdem', 'a'), ('ahmad', 'a'), ('sahroni', 'n'), ('menilai', 'n'), ('wajar', 'n'), ('muncul', 'n'), ('tagar', 'n'), ('medsos', 'n'), ('percumalaporpolisi', 'n'), ('mencuatnya', 'n'), ('dugaan', 'n'), ('pemerkosaan', 'n'), ('anak', 'n'), ('ayahnya', 'n'), ('luwu', 'n'), ('timur', 'n'), ('luwutimur', 'n'), ('sulawesiselatan', 'n'), ('jernihkanharapan', 'n')]",  thread wakil ketua komisi iii dpr fraksi nasdem ahmad sahroni menilai wajar muncul tagar medsos percumalaporpolisi mencuatnya dugaan pemerkosaan anak ayahnya luwu timur luwutimur sulawesiselatan jernihkanharapan,thread wakil ketua komisi iii dpr fraksi nasdem ahmad sahroni nilai wajar muncul tagar medsos percumalaporpolisi cuat duga perkosa anak ayah luwu timur luwutimur sulawesiselatan jernihkanharapan
2619,"Tagar #PercumaLaporPolisi Coreng Korps Bhayangkara, IPW Minta Kapolri Gagas Bersih-bersih di Reserse  Selengkapnya:  https://t.co/YDJwLNx9uE via @TribunWow  https://t.co/OTSMO8vGAM",tagar percumalaporpolisi coreng korps bhayangkara ipw minta kapolri gagas bersih bersih di reserse selengkapnya via tribunwow ,"[('tagar', 'n'), ('percumalaporpolisi', 'n'), ('coreng', 'n'), ('korps', 'n'), ('bhayangkara', 'n'), ('ipw', 'n'), ('kapolri', 'n'), ('gagas', 'n'), ('bersih', 'n'), ('bersih', 'n'), ('reserse', 'n'), ('selengkapnya', 'n'), ('via', None), ('tribunwow', 'n')]",  tagar percumalaporpolisi coreng korps bhayangkara ipw kapolri gagas bersih bersih reserse selengkapnya via tribunwow,tagar percumalaporpolisi coreng korps bhayangkara ipw kapolri gagas bersih bersih reserse lengkap via tribunwow
2620,"#PercumaLaporPolisi  hastaq yg sedang naik daun. Polisi itu mengayomi dan itu fakta buktinya kemarin disaat saya ngurus SIM C dtng ke kantor, masuk, foto, bayar 600k tinggal tunggu 3 hari udh kelar SIM C gua🙃. Terbukti kan?", percumalaporpolisi hastaq yg sedang naik daun polisi itu mengayomi dan itu fakta buktinya kemarin disaat saya ngurus sim c dtng ke kantor masuk foto bayar k tinggal tunggu hari udh kelar sim c gua terbukti kan ,"[('percumalaporpolisi', 'n'), ('hastaq', 'n'), ('yg', 'n'), ('daun', 'n'), ('polisi', 'n'), ('mengayomi', 'n'), ('fakta', 'n'), ('buktinya', 'n'), ('kemarin', 'n'), ('disaat', 'n'), ('ngurus', 'n'), ('sim', 'n'), ('c', 'n'), ('dtng', 'n'), ('kantor', 'n'), ('masuk', 'n'), ('foto', 'n'), ('bayar', 'n'), ('k', 'n'), ('tinggal', 'a'), ('tunggu', 'n'), ('udh', 'a'), ('kelar', 'a'), ('sim', 'n'), ('c', 'n'), ('gua', 'n'), ('terbukti', 'n')]",  percumalaporpolisi hastaq yg daun polisi mengayomi fakta buktinya kemarin disaat ngurus sim c dtng kantor masuk foto bayar k tinggal tunggu udh kelar sim c gua terbukti,percumalaporpolisi hastaq yg daun polisi ayom fakta bukti kemarin ngurus sim c dtng kantor masuk foto bayar k tinggal tunggu udh kelar sim c gua bukti
2621,What’s on the news? I seem to have missed a lot #PercumaLaporPolisi,what s on the news i seem to have missed a lot percumalaporpolisi,"[('what', None), ('s', 'n'), ('on', None), ('the', None), ('news', 'n'), ('i', 'n'), ('seem', 'v'), ('to', None), ('have', 'v'), ('missed', 'v'), ('a', None), ('lot', 'n'), ('percumalaporpolisi', 'n')]",  what s on the news i seem to have miss a lot percumalaporpolisi,what s on the news i seem to have miss a lot percumalaporpolisi
2622,@txtdrpemerintah #PercumaLaporPolisi, txtdrpemerintah percumalaporpolisi,"[('txtdrpemerintah', 'n'), ('percumalaporpolisi', 'n')]",  txtdrpemerintah percumalaporpolisi,txtdrpemerintah percumalaporpolisi
2623,"Orang² kayaknya pada sebel banget sama polisi, padahal mereka keliatannya baik kok. Gw nonton di net tv acara 86. 😂 #PercumaLaporPolisi",orang kayaknya pada sebel banget sama polisi padahal mereka keliatannya baik kok gw nonton di net tv acara percumalaporpolisi,"[('orang', 'n'), ('kayaknya', 'v'), ('sebel', 'n'), ('banget', 'n'), ('polisi', 'n'), ('keliatannya', 'n'), ('gw', None), ('nonton', 'a'), ('net', 'a'), ('tv', 'n'), ('acara', 'n'), ('percumalaporpolisi', 'n')]",  orang kayaknya sebel banget polisi keliatannya gw nonton net tv acara percumalaporpolisi,orang kayak sebel banget polisi liat gw nonton net tv acara percumalaporpolisi
2624,#PercumaLaporPolisi #PolriSesuaiProsedur dadaja indonesia hahahahaha 👊🤡, percumalaporpolisi polrisesuaiprosedur dadaja indonesia hahahahaha ,"[('percumalaporpolisi', 'n'), ('polrisesuaiprosedur', 'n'), ('dadaja', 'n'), ('indonesia', 'n'), ('hahahahaha', 'n')]",  percumalaporpolisi polrisesuaiprosedur dadaja indonesia hahahahaha,percumalaporpolisi polrisesuaiprosedur dadaja indonesia hahahahaha
2625,*pemerkosaan  #PercumaLaporPolisi, pemerkosaan percumalaporpolisi,"[('pemerkosaan', 'n'), ('percumalaporpolisi', 'n')]",  pemerkosaan percumalaporpolisi,perkosa percumalaporpolisi
2626,#PercumaLaporPolisi 😜 @1trenggalek, percumalaporpolisi trenggalek,"[('percumalaporpolisi', 'n'), ('trenggalek', 'n')]",  percumalaporpolisi trenggalek,percumalaporpolisi trenggalek
2627,@AREAJULID #PercumaLaporPolisi, areajulid percumalaporpolisi,"[('areajulid', 'a'), ('percumalaporpolisi', 'n')]",  areajulid percumalaporpolisi,areajulid percumalaporpolisi
2628,"@txtdrpemerintah Harusnya minta fotokopi KTP dulu sebelum ditabrak biar bisa dilaporin,  wk #PercumaLaporPolisi", txtdrpemerintah harusnya minta fotokopi ktp dulu sebelum ditabrak biar bisa dilaporin wk percumalaporpolisi,"[('txtdrpemerintah', 'n'), ('fotokopi', 'n'), ('ktp', 'n'), ('ditabrak', 'n'), ('biar', 'n'), ('dilaporin', 'n'), ('wk', 'n'), ('percumalaporpolisi', 'n')]",  txtdrpemerintah fotokopi ktp ditabrak biar dilaporin wk percumalaporpolisi,txtdrpemerintah fotokopi ktp tabrak biar dilaporin wk percumalaporpolisi
2629,"Kapolri sdh berganti, polisi seperti tiada arti untk masyarakat,di jalanan klu macet polisi hilang klu sepi polisi menghadang. #PercumaLaporPolisi",kapolri sdh berganti polisi seperti tiada arti untk masyarakat di jalanan klu macet polisi hilang klu sepi polisi menghadang percumalaporpolisi,"[('kapolri', 'n'), ('sdh', 'n'), ('berganti', 'n'), ('polisi', 'n'), ('tiada', 'n'), ('arti', 'n'), ('untk', 'a'), ('masyarakat', 'n'), ('jalanan', 'n'), ('klu', 'n'), ('macet', 'n'), ('polisi', 'n'), ('hilang', 'n'), ('klu', 'v'), ('sepi', 'a'), ('polisi', 'n'), ('menghadang', 'n'), ('percumalaporpolisi', 'n')]",  kapolri sdh berganti polisi tiada arti untk masyarakat jalanan klu macet polisi hilang klu sepi polisi menghadang percumalaporpolisi,kapolri sdh ganti polisi tiada arti untk masyarakat jalan klu macet polisi hilang klu sepi polisi menghadang percumalaporpolisi
2630,@txtdrpemerintah wkwkwkwk #PercumaLaporPolisi, txtdrpemerintah wkwkwkwk percumalaporpolisi,"[('txtdrpemerintah', 'n'), ('wkwkwkwk', 'n'), ('percumalaporpolisi', 'n')]",  txtdrpemerintah wkwkwkwk percumalaporpolisi,txtdrpemerintah wkwkwkwk percumalaporpolisi
2631,"Oh, #PercumaLaporPolisi #mendinglaporDamKar gitu Bang?",oh percumalaporpolisi mendinglapordamkar gitu bang ,"[('oh', None), ('percumalaporpolisi', 'n'), ('mendinglapordamkar', 'n'), ('gitu', 'n'), ('bang', 'n')]",  oh percumalaporpolisi mendinglapordamkar gitu bang,percumalaporpolisi mendinglapordamkar gitu bang
2632,"Sudahlah bapak2 polisi, kok malah balas dengan tagar #PolriSesuaiProsedur   rakyat itu pemaaf lho, nek sampean minta maaf, cabut hoax dan adili tersangaka dengan seadil2nya.  Kalau nggak mau ngalah ya selamanya rakyat nggak akan percaya. #PercumaLaporPolisi",sudahlah bapak polisi kok malah balas dengan tagar polrisesuaiprosedur rakyat itu pemaaf lho nek sampean minta maaf cabut hoax dan adili tersangaka dengan seadil nya kalau nggak mau ngalah ya selamanya rakyat nggak akan percaya percumalaporpolisi,"[('polisi', 'n'), ('balas', 'n'), ('tagar', 'a'), ('polrisesuaiprosedur', 'n'), ('rakyat', 'n'), ('pemaaf', 'n'), ('lho', 'n'), ('nek', 'a'), ('sampean', 'a'), ('maaf', 'n'), ('cabut', 'n'), ('hoax', 'n'), ('adili', 'n'), ('tersangaka', 'n'), ('seadil', 'a'), ('nya', 'n'), ('nggak', 'a'), ('ngalah', 'n'), ('ya', 'n'), ('rakyat', 'n'), ('nggak', 'a'), ('percaya', 'n'), ('percumalaporpolisi', 'n')]",  polisi balas tagar polrisesuaiprosedur rakyat pemaaf lho nek sampean maaf cabut hoax adili tersangaka seadil nya nggak ngalah ya rakyat nggak percaya percumalaporpolisi,polisi balas tagar polrisesuaiprosedur rakyat maaf lho nek sampean maaf cabut hoax adil tersangaka adil nya ngalah rakyat percaya percumalaporpolisi
2633,"Chat Gx di bales-bales padahal arek'e bar update status, Positif thinking wae... Paling Yo jempole Cepot  #WhatsAppDown #instagramdown #PercumaLaporPolisi #literasikatakata",chat gx di bales bales padahal arek e bar update status positif thinking wae paling yo jempole cepot whatsappdown instagramdown percumalaporpolisi literasikatakata,"[('chat', 'r'), ('gx', 'a'), ('bales', 'n'), ('bales', 'v'), ('arek', 'n'), ('e', 'n'), ('bar', 'n'), ('update', 'n'), ('status', 'n'), ('positif', 'n'), ('thinking', 'v'), ('wae', 'a'), ('yo', 'a'), ('jempole', 'n'), ('cepot', 'n'), ('whatsappdown', None), ('instagramdown', 'a'), ('percumalaporpolisi', 'n'), ('literasikatakata', 'n')]",  chat gx bale bale arek e bar update status positif think wae yo jempole cepot whatsappdown instagramdown percumalaporpolisi literasikatakata,chat gx bale bale arek e bar update status positif think wae yo jempole cepot whatsappdown instagramdown percumalaporpolisi literasikatakata
2634,@SofianS80563907 Lapor polisi??? #PercumaLaporPolisi 😛😛😛, sofians lapor polisi percumalaporpolisi ,"[('sofians', 'n'), ('lapor', 'v'), ('polisi', 'n'), ('percumalaporpolisi', 'n')]",  sofians lapor polisi percumalaporpolisi,sofians lapor polisi percumalaporpolisi
2635,#PercumaLaporPolisi  #LaporDamkarAja, percumalaporpolisi lapordamkaraja,"[('percumalaporpolisi', 'n'), ('lapordamkaraja', 'n')]",  percumalaporpolisi lapordamkaraja,percumalaporpolisi lapordamkaraja
2636,"Saya pernh di rampok di dlm kost, hp tas dan smua surat2 penting dan sejumlah uang hilang, alhamdulilah ngak di apa apain, jam 2 mlm sy nunggu dpn kantor polisi, hanya di suruh buat laporan.. boro2 di usut di dtngi di TKP sja kagak🤣🤣 #PercumaLaporPolisi",saya pernh di rampok di dlm kost hp tas dan smua surat penting dan sejumlah uang hilang alhamdulilah ngak di apa apain jam mlm sy nunggu dpn kantor polisi hanya di suruh buat laporan boro di usut di dtngi di tkp sja kagak percumalaporpolisi,"[('pernh', 'n'), ('rampok', 'n'), ('dlm', 'n'), ('kost', None), ('hp', 'n'), ('tas', 'n'), ('smua', 'a'), ('surat', 'n'), ('uang', 'n'), ('hilang', 'n'), ('alhamdulilah', 'n'), ('ngak', 'a'), ('apain', 'v'), ('jam', 'n'), ('mlm', 'n'), ('sy', 'n'), ('nunggu', 'a'), ('dpn', 'n'), ('kantor', 'n'), ('polisi', 'n'), ('suruh', 'n'), ('laporan', 'v'), ('boro', 'a'), ('usut', 'a'), ('dtngi', 'n'), ('tkp', 'n'), ('sja', 'n'), ('kagak', 'n'), ('percumalaporpolisi', 'n')]",  pernh rampok dlm kost hp ta smua surat uang hilang alhamdulilah ngak apain jam mlm sy nunggu dpn kantor polisi suruh laporan boro usut dtngi tkp sja kagak percumalaporpolisi,pernh rampok dlm kost hp ta smua surat uang hilang alhamdulilah ngak apain jam mlm sy nunggu dpn kantor polisi suruh lapor boro usut dtngi tkp sja kagak percumalaporpolisi
2637,#PercumaLaporPolisi ??????, percumalaporpolisi ,"[('percumalaporpolisi', 'n')]",  percumalaporpolisi,percumalaporpolisi
2638,@txtdrpemerintah Wkkwwk #PercumaLaporPolisi, txtdrpemerintah wkkwwk percumalaporpolisi,"[('txtdrpemerintah', 'n'), ('wkkwwk', 'n'), ('percumalaporpolisi', 'n')]",  txtdrpemerintah wkkwwk percumalaporpolisi,txtdrpemerintah wkkwwk percumalaporpolisi
2639,#PercumaLaporPolisi, percumalaporpolisi,"[('percumalaporpolisi', 'n')]",  percumalaporpolisi,percumalaporpolisi
2640,"LSM Hak Asasi Manusia, Kontras mendorong kepolisian untuk menyikapi tagar percuma lapor polisi di media sosial, sebagai momentum reformasi Polri. Peneliti Kontras, Rozy Brillian menilai, #percumalaporpolisi merupakan bentuk kritik publik.  https://t.co/urViu6fNM0 via @beritaKBR",lsm hak asasi manusia kontras mendorong kepolisian untuk menyikapi tagar percuma lapor polisi di media sosial sebagai momentum reformasi polri peneliti kontras rozy brillian menilai percumalaporpolisi merupakan bentuk kritik publik via beritakbr,"[('lsm', 'n'), ('hak', 'n'), ('asasi', 'n'), ('manusia', 'n'), ('kontras', 'n'), ('mendorong', 'r'), ('kepolisian', 'a'), ('menyikapi', 'n'), ('tagar', 'n'), ('lapor', 'n'), ('polisi', 'n'), ('media', 'n'), ('sosial', 'a'), ('momentum', 'n'), ('reformasi', 'n'), ('polri', 'n'), ('peneliti', 'n'), ('kontras', None), ('rozy', 'n'), ('brillian', 'a'), ('menilai', 'n'), ('percumalaporpolisi', 'n'), ('bentuk', 'n'), ('kritik', 'n'), ('publik', 'n'), ('via', None), ('beritakbr', 'n')]",  lsm hak asasi manusia kontras mendorong kepolisian menyikapi tagar lapor polisi medium sosial momentum reformasi polri peneliti kontras rozy brillian menilai percumalaporpolisi bentuk kritik publik via beritakbr,lsm hak asasi manusia kontras dorong polisi sikap tagar lapor polisi medium sosial momentum reformasi polri teliti kontras rozy brillian nilai percumalaporpolisi bentuk kritik publik via beritakbr
2641,they ain't got anything with their hashtag since everyone has fed up already. imagine those cops read some stories in #PercumaLaporPolisi and starting to figure out how shitty their law is  u mad bro? @HumasPoldaJatim,they ain t got anything with their hashtag since everyone has fed up already imagine those cops read some stories in percumalaporpolisi and starting to figure out how shitty their law is u mad bro humaspoldajatim,"[('they', None), ('ain', 'v'), ('t', 'a'), ('got', 'v'), ('anything', 'n'), ('with', None), ('their', None), ('hashtag', 'n'), ('since', None), ('everyone', 'n'), ('has', 'v'), ('fed', 'v'), ('up', 'r'), ('already', 'r'), ('imagine', 'v'), ('those', None), ('cops', 'n'), ('read', 'v'), ('some', None), ('stories', 'n'), ('in', None), ('percumalaporpolisi', 'n'), ('and', None), ('starting', 'v'), ('to', None), ('figure', 'v'), ('out', 'r'), ('how', None), ('shitty', 'a'), ('their', None), ('law', 'n'), ('is', 'v'), ('u', 'a'), ('mad', 'a'), ('bro', 'n'), ('humaspoldajatim', 'n')]",  they ain t get anything with their hashtag since everyone have feed up already imagine those cop read some story in percumalaporpolisi and start to figure out how shitty their law be u mad bro humaspoldajatim,they ain t get anything with their hashtag since everyone have feed up already imagine those cop read some story in percumalaporpolisi and start to figure out how shitty their law be u mad bro humaspoldajatim
2642,"Jadi kesimpulannya, #PercumaLaporPolisi kalo kamu ga kenal orang dalem",jadi kesimpulannya percumalaporpolisi kalo kamu ga kenal orang dalem,"[('kesimpulannya', 'n'), ('percumalaporpolisi', 'n'), ('kalo', 'n'), ('ga', 'v'), ('kenal', 'a'), ('orang', 'n'), ('dalem', 'n')]",  kesimpulannya percumalaporpolisi kalo ga kenal orang dalem,simpul percumalaporpolisi kalo ga kenal orang dalem
2643,😭😭😭😭😭 #PolresGunungKidul #PercumaLaporPolisi, polresgunungkidul percumalaporpolisi,"[('polresgunungkidul', 'n'), ('percumalaporpolisi', 'n')]",  polresgunungkidul percumalaporpolisi,polresgunungkidul percumalaporpolisi
2644,Kok bisa ya korban dilaporkan oleh tersangka ? Bukannya korban dan saksi itu harus dapat perlindungan ?. Mohon pencerahan @eza_bass  #PercumaLaporPolisi,kok bisa ya korban dilaporkan oleh tersangka bukannya korban dan saksi itu harus dapat perlindungan mohon pencerahan eza bass percumalaporpolisi,"[('ya', None), ('korban', 'v'), ('dilaporkan', 'a'), ('tersangka', 'n'), ('korban', 'n'), ('saksi', 'n'), ('perlindungan', 'a'), ('mohon', 'n'), ('pencerahan', 'n'), ('eza', 'v'), ('bass', 'n'), ('percumalaporpolisi', 'n')]",  ya korban dilaporkan tersangka korban saksi perlindungan mohon pencerahan eza bass percumalaporpolisi,korban lapor sangka korban saksi lindung mohon cerah eza bass percumalaporpolisi
