,tweet,Cleaned_tweet,POS_tagged,Lemma,stemming
38,@SelasaPagi_ #percumalaporpolisi ga berlaku untuk polisi itu sendiri, selasapagi percumalaporpolisi ga berlaku untuk polisi itu sendiri,"[('selasapagi', 'n'), ('percumalaporpolisi', 'n'), ('ga', 'n'), ('berlaku', 'n'), ('polisi', 'n')]",  selasapagi percumalaporpolisi ga berlaku polisi,selasapagi percumalaporpolisi ga laku polisi
39,"udah lapor polisi percuma, demo dibanting sampe kejang kejang. Polisi pelindung rakyat? Jadi ngerti ga kenapa rakyat kita benci polisi? termasuk saya. Melindungi apanya. #percumalaporpolisi #PercumaAdaPolisi",udah lapor polisi percuma demo dibanting sampe kejang kejang polisi pelindung rakyat jadi ngerti ga kenapa rakyat kita benci polisi termasuk saya melindungi apanya percumalaporpolisi percumaadapolisi,"[('udah', 'a'), ('lapor', 'n'), ('polisi', 'n'), ('demo', 'n'), ('dibanting', 'v'), ('sampe', 'n'), ('kejang', None), ('kejang', None), ('polisi', 'n'), ('pelindung', 'n'), ('rakyat', 'n'), ('ngerti', 'a'), ('ga', 'n'), ('rakyat', 'n'), ('benci', 'a'), ('polisi', 'n'), ('melindungi', 'n'), ('apanya', 'n'), ('percumalaporpolisi', 'n'), ('percumaadapolisi', 'n')]",  udah lapor polisi demo dibanting sampe kejang kejang polisi pelindung rakyat ngerti ga rakyat benci polisi melindungi apanya percumalaporpolisi percumaadapolisi,udah lapor polisi demo banting sampe kejang kejang polisi lindung rakyat ngerti ga rakyat benci polisi lindung apa percumalaporpolisi percumaadapolisi
40,@AREAJULID Baru aja di bully pake hastag #percumalaporpolisi eh dia bikin ulah lagi apa g di breafing dlu ama kapolsek jgn seradak seruduk lagi dipantau warga 🤣, areajulid baru aja di bully pake hastag percumalaporpolisi eh dia bikin ulah lagi apa g di breafing dlu ama kapolsek jgn seradak seruduk lagi dipantau warga ,"[('areajulid', 'a'), ('aja', 'n'), ('bully', 'r'), ('pake', 'a'), ('hastag', 'n'), ('percumalaporpolisi', 'n'), ('eh', 'a'), ('bikin', 'n'), ('ulah', 'a'), ('g', 'n'), ('breafing', 'v'), ('dlu', 'a'), ('ama', 'n'), ('kapolsek', 'n'), ('jgn', 'n'), ('seradak', 'n'), ('seruduk', 'n'), ('dipantau', 'n'), ('warga', 'n')]",  areajulid aja bully pake hastag percumalaporpolisi eh bikin ulah g breafing dlu ama kapolsek jgn seradak seruduk dipantau warga,areajulid aja bully pake hastag percumalaporpolisi eh bikin ulah g breafing dlu ama kapolsek jgn radak seruduk pantau warga
41,@tubirfess apa yang diharapkan dari polkis #PercumaLaporPolisi, tubirfess apa yang diharapkan dari polkis percumalaporpolisi,"[('tubirfess', 'n'), ('diharapkan', 'n'), ('polkis', 'n'), ('percumalaporpolisi', 'n')]",  tubirfess diharapkan polkis percumalaporpolisi,tubirfess harap polkis percumalaporpolisi
42,#percumalaporpolisi, percumalaporpolisi,"[('percumalaporpolisi', 'n')]",  percumalaporpolisi,percumalaporpolisi
43,#percumalaporpolisi, percumalaporpolisi,"[('percumalaporpolisi', 'n')]",  percumalaporpolisi,percumalaporpolisi
44,"@geloraco #PercumaLaporPolisi Tapi giliran jadi korban, malah dipenjara.  Serba salah emang hidup di WkwkwkLand ini", geloraco percumalaporpolisi tapi giliran jadi korban malah dipenjara serba salah emang hidup di wkwkwkland ini,"[('geloraco', 'n'), ('percumalaporpolisi', 'n'), ('giliran', 'n'), ('korban', 'n'), ('dipenjara', 'n'), ('serba', 'n'), ('salah', 'n'), ('emang', 'n'), ('hidup', 'n'), ('wkwkwkland', 'n')]",  geloraco percumalaporpolisi giliran korban dipenjara serba salah emang hidup wkwkwkland,geloraco percumalaporpolisi gilir korban penjara serba salah emang hidup wkwkwkland
45,Beliau nggak ngecek kali ya tagar #PercumaLaporPolisi mah beneran fakta keresahan masyarakat sama instansi tempat beliau nyari duit. Eh dengan pede pamer tagar #PolriSesuaiProsedur yg isinya kebanyakan twit dari akun ternakan alias bakar duit nyewa buzzerp terooossss,beliau nggak ngecek kali ya tagar percumalaporpolisi mah beneran fakta keresahan masyarakat sama instansi tempat beliau nyari duit eh dengan pede pamer tagar polrisesuaiprosedur yg isinya kebanyakan twit dari akun ternakan alias bakar duit nyewa buzzerp terooossss,"[('beliau', 'n'), ('nggak', None), ('ngecek', 'a'), ('kali', 'n'), ('ya', 'n'), ('tagar', 'n'), ('percumalaporpolisi', 'n'), ('mah', 'n'), ('beneran', 'n'), ('fakta', 'n'), ('keresahan', 'n'), ('masyarakat', 'n'), ('instansi', 'n'), ('beliau', 'n'), ('nyari', 'a'), ('duit', 'n'), ('eh', 'n'), ('pede', 'v'), ('pamer', 'n'), ('tagar', 'n'), ('polrisesuaiprosedur', 'n'), ('yg', 'n'), ('isinya', 'n'), ('kebanyakan', 'n'), ('twit', 'n'), ('akun', 'n'), ('ternakan', 'n'), ('alias', 'n'), ('bakar', 'n'), ('duit', 'n'), ('nyewa', 'a'), ('buzzerp', 'n'), ('terooossss', 'n')]",  beliau nggak ngecek kali ya tagar percumalaporpolisi mah beneran fakta keresahan masyarakat instansi beliau nyari duit eh pede pamer tagar polrisesuaiprosedur yg isinya kebanyakan twit akun ternakan alias bakar duit nyewa buzzerp terooossss,beliau ngecek kali tagar percumalaporpolisi mah beneran fakta resah masyarakat instansi beliau nyari duit eh pede pamer tagar polrisesuaiprosedur yg isi banyak twit akun terna alias bakar duit nyewa buzzerp terooossss
46,#PercumaLaporPolisi ? Pada tau nggak sih besaran gaji polisi di Indonesia?   https://t.co/pLB40ujavB, percumalaporpolisi pada tau nggak sih besaran gaji polisi di indonesia ,"[('percumalaporpolisi', 'n'), ('tau', 'n'), ('nggak', 'a'), ('sih', 'n'), ('besaran', 'n'), ('gaji', 'n'), ('polisi', 'n'), ('indonesia', 'n')]",  percumalaporpolisi tau nggak sih besaran gaji polisi indonesia,percumalaporpolisi tau sih besar gaji polisi indonesia
47,#percumalaporpolisi, percumalaporpolisi,"[('percumalaporpolisi', 'n')]",  percumalaporpolisi,percumalaporpolisi
48,"ya bener, emang #PercumaLaporPolisi KDRT, tapi yang dijadiin tersangka yang minta tolong 😂🤣",ya bener emang percumalaporpolisi kdrt tapi yang dijadiin tersangka yang minta tolong ,"[('ya', 'n'), ('bener', 'n'), ('emang', 'v'), ('percumalaporpolisi', 'a'), ('kdrt', 'n'), ('dijadiin', 'n'), ('tersangka', 'n'), ('tolong', 'n')]",  ya bener emang percumalaporpolisi kdrt dijadiin tersangka tolong,bener emang percumalaporpolisi kdrt dijadiin sangka
49,@glrhn Apa mungkin ada hubungannya??#PercumaLaporPolisi   https://t.co/pLB40ujavB, glrhn apa mungkin ada hubungannya percumalaporpolisi ,"[('glrhn', 'n'), ('hubungannya', 'n'), ('percumalaporpolisi', 'n')]",  glrhn hubungannya percumalaporpolisi,glrhn hubung percumalaporpolisi
50,@YLBHI #percumalaporpolisi, ylbhi percumalaporpolisi,"[('ylbhi', 'n'), ('percumalaporpolisi', 'n')]",  ylbhi percumalaporpolisi,ylbhi percumalaporpolisi
51,"Menurut Polri, perang tagar di media sosial antara #PercumaLaporPolisi dan #PolisiSesuaiProsedur, bukan menjadi ranah kepolisian.   https://t.co/TxtgGuETMl",menurut polri perang tagar di media sosial antara percumalaporpolisi dan polisisesuaiprosedur bukan menjadi ranah kepolisian ,"[('polri', 'n'), ('perang', 'n'), ('tagar', 'n'), ('media', 'n'), ('sosial', 'a'), ('percumalaporpolisi', 'n'), ('polisisesuaiprosedur', 'n'), ('ranah', 'n'), ('kepolisian', 'n')]",  polri perang tagar medium sosial percumalaporpolisi polisisesuaiprosedur ranah kepolisian,polri perang tagar medium sosial percumalaporpolisi polisisesuaiprosedur ranah polisi
52,#PercumaLaporPolisi @DivHumas_Polri @PolhukamRI @KontraS @lokataru_id @tvonetv @DPR_RI, percumalaporpolisi divhumas polri polhukamri kontras lokataru id tvonetv dpr ri,"[('percumalaporpolisi', 'n'), ('divhumas', 'n'), ('polri', 'n'), ('polhukamri', 'n'), ('kontras', None), ('lokataru', 'n'), ('id', 'n'), ('tvonetv', 'n'), ('dpr', 'n'), ('ri', 'n')]",  percumalaporpolisi divhumas polri polhukamri kontras lokataru id tvonetv dpr ri,percumalaporpolisi divhumas polri polhukamri kontras lokataru id tvonetv dpr ri
53,@geloraco #PercumaLaporPolisi #PolisiSesuaiSOPNgawur #PolisiPenyiksaRakyat, geloraco percumalaporpolisi polisisesuaisopngawur polisipenyiksarakyat,"[('geloraco', 'n'), ('percumalaporpolisi', 'n'), ('polisisesuaisopngawur', 'n'), ('polisipenyiksarakyat', 'n')]",  geloraco percumalaporpolisi polisisesuaisopngawur polisipenyiksarakyat,geloraco percumalaporpolisi polisisesuaisopngawur polisipenyiksarakyat
54,@SelasaPagi_ #PercumaLaporPolisi, selasapagi percumalaporpolisi,"[('selasapagi', 'n'), ('percumalaporpolisi', 'n')]",  selasapagi percumalaporpolisi,selasapagi percumalaporpolisi
55,@Atie_isk @GibraltarNc @Sitalopa2 lapor kemana??? #PercumaLaporPolisi  #PercumaLaporPolisi, atie isk gibraltarnc sitalopa lapor kemana percumalaporpolisi percumalaporpolisi,"[('atie', 'a'), ('isk', 'n'), ('gibraltarnc', 'n'), ('sitalopa', 'n'), ('lapor', 'n'), ('kemana', 'n'), ('percumalaporpolisi', 'n'), ('percumalaporpolisi', 'n')]",  atie isk gibraltarnc sitalopa lapor kemana percumalaporpolisi percumalaporpolisi,atie isk gibraltarnc sitalopa lapor mana percumalaporpolisi percumalaporpolisi
56,Masa sih polisi smackdown...  Polisi itu baik dan ramah tapi itu polisi australia  #PercumaLaporPolisi 👏,masa sih polisi smackdown polisi itu baik dan ramah tapi itu polisi australia percumalaporpolisi ,"[('sih', 'n'), ('polisi', 'n'), ('smackdown', 'a'), ('polisi', 'n'), ('ramah', 'n'), ('polisi', 'n'), ('australia', 'n'), ('percumalaporpolisi', 'n')]",  sih polisi smackdown polisi ramah polisi australia percumalaporpolisi,sih polisi smackdown polisi ramah polisi australia percumalaporpolisi
57,@AksiLangsung #PercumaLaporPolisi, aksilangsung percumalaporpolisi,"[('aksilangsung', 'n'), ('percumalaporpolisi', 'n')]",  aksilangsung percumalaporpolisi,aksilangsung percumalaporpolisi
58,Dan kalian heran kenapa rakyat bilang #PercumaLaporPolisi,dan kalian heran kenapa rakyat bilang percumalaporpolisi,"[('heran', 'n'), ('rakyat', 'n'), ('bilang', 'n'), ('percumalaporpolisi', 'n')]",  heran rakyat bilang percumalaporpolisi,heran rakyat bilang percumalaporpolisi
59,"@An_Kiim belum Sarapan kok sampai kejang, dokter pada kmana?? #PercumaLaporPolisi  #PercumaLaporPolisi", an kiim belum sarapan kok sampai kejang dokter pada kmana percumalaporpolisi percumalaporpolisi,"[('an', None), ('kiim', 'n'), ('sarapan', 'n'), ('kejang', 'n'), ('dokter', 'n'), ('kmana', 'n'), ('percumalaporpolisi', 'n'), ('percumalaporpolisi', 'n')]",  an kiim sarapan kejang dokter kmana percumalaporpolisi percumalaporpolisi,an kiim sarap kejang dokter kmana percumalaporpolisi percumalaporpolisi
60,#percumalaporpolisi it's just a localized #ACAB.  how did we end up here?, percumalaporpolisi it s just a localized acab how did we end up here ,"[('percumalaporpolisi', 'n'), ('it', None), ('s', 'v'), ('just', 'r'), ('a', None), ('localized', 'a'), ('acab', 'n'), ('how', None), ('did', 'v'), ('we', None), ('end', 'v'), ('up', 'r'), ('here', 'r')]",  percumalaporpolisi it s just a localized acab how do we end up here,percumalaporpolisi it s just a localized acab how do we end up here
61,@VIVAcoid @Syamsud76579252 naikkan lagi #PercumaLaporPolisi  #PercumaLaporPolisi, vivacoid syamsud naikkan lagi percumalaporpolisi percumalaporpolisi,"[('vivacoid', 'a'), ('syamsud', 'n'), ('naikkan', 'a'), ('percumalaporpolisi', 'n'), ('percumalaporpolisi', 'n')]",  vivacoid syamsud naikkan percumalaporpolisi percumalaporpolisi,vivacoid syamsud naik percumalaporpolisi percumalaporpolisi
62,#PercumaLaporPolisi, percumalaporpolisi,"[('percumalaporpolisi', 'n')]",  percumalaporpolisi,percumalaporpolisi
63,@txtdaritng #PercumaLaporPolisi, txtdaritng percumalaporpolisi,"[('txtdaritng', 'n'), ('percumalaporpolisi', 'n')]",  txtdaritng percumalaporpolisi,txtdaritng percumalaporpolisi
64,Ampun si paling jago smackdown #PercumaLaporPolisi,ampun si paling jago smackdown percumalaporpolisi,"[('ampun', 'n'), ('si', 'n'), ('jago', 'n'), ('smackdown', 'v'), ('percumalaporpolisi', 'n')]",  ampun si jago smackdown percumalaporpolisi,ampun si jago smackdown percumalaporpolisi
65,@detikcom Rakyat susah kalian diam Rakyat bicara kalian bungkam Rakyat datang kalian hantam #percumalaporpolisi, detikcom rakyat susah kalian diam rakyat bicara kalian bungkam rakyat datang kalian hantam percumalaporpolisi,"[('detikcom', 'n'), ('rakyat', 'n'), ('susah', 'n'), ('diam', 'n'), ('rakyat', 'n'), ('bicara', 'n'), ('bungkam', 'n'), ('rakyat', 'n'), ('hantam', 'n'), ('percumalaporpolisi', 'n')]",  detikcom rakyat susah diam rakyat bicara bungkam rakyat hantam percumalaporpolisi,detikcom rakyat susah diam rakyat bicara bungkam rakyat hantam percumalaporpolisi
66,@gantigol #percumalaporpolisi tukang smackdown gitu sudah sesuai prosedur? @DivHumas_Polri, gantigol percumalaporpolisi tukang smackdown gitu sudah sesuai prosedur divhumas polri,"[('gantigol', 'n'), ('percumalaporpolisi', 'n'), ('tukang', 'v'), ('smackdown', 'a'), ('gitu', 'n'), ('sesuai', 'n'), ('prosedur', 'n'), ('divhumas', 'n'), ('polri', 'n')]",  gantigol percumalaporpolisi tukang smackdown gitu sesuai prosedur divhumas polri,gantigol percumalaporpolisi tukang smackdown gitu sesuai prosedur divhumas polri
67,"Halloooo @DivHumas_Polri  Oiya lupa, kan #PercumaLaporPolisi",halloooo divhumas polri oiya lupa kan percumalaporpolisi,"[('halloooo', 'n'), ('divhumas', 'n'), ('polri', 'n'), ('oiya', 'n'), ('lupa', 'n'), ('percumalaporpolisi', 'n')]",  halloooo divhumas polri oiya lupa percumalaporpolisi,halloooo divhumas polri oiya lupa percumalaporpolisi
68,#percumalaporpolisi, percumalaporpolisi,"[('percumalaporpolisi', 'n')]",  percumalaporpolisi,percumalaporpolisi
69,@geloraco #PercumaLaporPolisi, geloraco percumalaporpolisi,"[('geloraco', 'n'), ('percumalaporpolisi', 'n')]",  geloraco percumalaporpolisi,geloraco percumalaporpolisi
70,@kadaltelentang #PercumaLaporPolisi, kadaltelentang percumalaporpolisi,"[('kadaltelentang', 'n'), ('percumalaporpolisi', 'n')]",  kadaltelentang percumalaporpolisi,kadaltelentang percumalaporpolisi
71,"ALERTA ALERTA!!! akibat perusakan lingkungan di tanggerang, seekor BINATANG BRINGAS melukai seorang manusia #ACAB  #PolriSesuaiProsedur  #PercumaLaporPolisi #PandemiDikorupsi #LastCallforJokowi  https://t.co/20loct9cRy",alerta alerta akibat perusakan lingkungan di tanggerang seekor binatang bringas melukai seorang manusia acab polrisesuaiprosedur percumalaporpolisi pandemidikorupsi lastcallforjokowi ,"[('alerta', 'n'), ('alerta', 'n'), ('akibat', 'n'), ('perusakan', 'n'), ('lingkungan', 'a'), ('tanggerang', 'n'), ('seekor', 'n'), ('binatang', 'n'), ('bringas', 'n'), ('melukai', 'n'), ('manusia', 'n'), ('acab', 'n'), ('polrisesuaiprosedur', 'n'), ('percumalaporpolisi', 'n'), ('pandemidikorupsi', 'n'), ('lastcallforjokowi', 'n')]",  alerta alerta akibat perusakan lingkungan tanggerang seekor binatang bringas melukai manusia acab polrisesuaiprosedur percumalaporpolisi pandemidikorupsi lastcallforjokowi,alerta alerta akibat rusa lingkung tanggerang ekor binatang bringas luka manusia acab polrisesuaiprosedur percumalaporpolisi pandemidikorupsi lastcallforjokowi
72,@twitkocheng #PolisiTegasHumanis dikeroyok #PercumaLaporPolisi, twitkocheng polisitegashumanis dikeroyok percumalaporpolisi,"[('twitkocheng', 'n'), ('polisitegashumanis', 'n'), ('dikeroyok', 'n'), ('percumalaporpolisi', 'n')]",  twitkocheng polisitegashumanis dikeroyok percumalaporpolisi,twitkocheng polisitegashumanis keroyok percumalaporpolisi
73,"@ulil Sekolah aja ngak bener kok bisa jd kepala riset, tindakan pelecehan dunia pendidikan.. #JokowiBohongLagi #PercumaLaporPolisi  https://t.co/hBPwAveyc0", ulil sekolah aja ngak bener kok bisa jd kepala riset tindakan pelecehan dunia pendidikan jokowibohonglagi percumalaporpolisi ,"[('ulil', 'a'), ('sekolah', 'n'), ('aja', 'n'), ('ngak', 'a'), ('bener', 'n'), ('jd', 'n'), ('kepala', 'n'), ('riset', 'n'), ('tindakan', 'n'), ('pelecehan', 'n'), ('dunia', 'n'), ('pendidikan', 'n'), ('jokowibohonglagi', 'n'), ('percumalaporpolisi', 'n')]",  ulil sekolah aja ngak bener jd kepala riset tindakan pelecehan dunia pendidikan jokowibohonglagi percumalaporpolisi,ulil sekolah aja ngak bener jd kepala riset tindak leceh dunia didik jokowibohonglagi percumalaporpolisi
74,"@AksiLangsung #percumalaporpolisi #PercumaAdaPolisi klo kerjanya hanya banting orang, @CCICPolri @DivHumas_Polri", aksilangsung percumalaporpolisi percumaadapolisi klo kerjanya hanya banting orang ccicpolri divhumas polri,"[('aksilangsung', 'n'), ('percumalaporpolisi', 'n'), ('percumaadapolisi', 'n'), ('klo', 'n'), ('kerjanya', 'n'), ('banting', 'v'), ('orang', 'a'), ('ccicpolri', 'n'), ('divhumas', 'n'), ('polri', 'n')]",  aksilangsung percumalaporpolisi percumaadapolisi klo kerjanya banting orang ccicpolri divhumas polri,aksilangsung percumalaporpolisi percumaadapolisi klo kerja banting orang ccicpolri divhumas polri
75,@memefess Bangga pukul rakyat harusnya #PercumaLaporPolisi, memefess bangga pukul rakyat harusnya percumalaporpolisi,"[('memefess', 'n'), ('bangga', 'n'), ('rakyat', 'n'), ('percumalaporpolisi', 'n')]",  memefess bangga rakyat percumalaporpolisi,memefess bangga rakyat percumalaporpolisi
76,"@CNNIndonesia Opas Belanda bertindak berlebihan dlm naganin demo, jk Mahasiswa angkat senjata seperti di Miyanmar, baru mikir.. Cc. @mohmahfudmd n @kompolnas_ri #PercumaLaporPolisi  #PercumaLaporPolisi  https://t.co/EJ4i8M02NF", cnnindonesia opas belanda bertindak berlebihan dlm naganin demo jk mahasiswa angkat senjata seperti di miyanmar baru mikir cc mohmahfudmd n kompolnas ri percumalaporpolisi percumalaporpolisi ,"[('cnnindonesia', 'n'), ('opas', None), ('belanda', 'v'), ('bertindak', 'n'), ('dlm', 'n'), ('naganin', 'n'), ('demo', 'n'), ('jk', 'n'), ('mahasiswa', 'n'), ('angkat', 'n'), ('senjata', 'n'), ('miyanmar', 'n'), ('mikir', 'n'), ('cc', 'n'), ('mohmahfudmd', 'n'), ('n', 'a'), ('kompolnas', 'n'), ('ri', 'v'), ('percumalaporpolisi', 'n'), ('percumalaporpolisi', 'n')]",  cnnindonesia opas belanda bertindak dlm naganin demo jk mahasiswa angkat senjata miyanmar mikir cc mohmahfudmd n kompolnas ri percumalaporpolisi percumalaporpolisi,cnnindonesia opas belanda tindak dlm naganin demo jk mahasiswa angkat senjata miyanmar mikir cc mohmahfudmd n kompolnas ri percumalaporpolisi percumalaporpolisi
77,@SelasaPagi_ Jadi beneran #PercumaLaporPolisi ?, selasapagi jadi beneran percumalaporpolisi ,"[('selasapagi', 'n'), ('beneran', 'n'), ('percumalaporpolisi', 'n')]",  selasapagi beneran percumalaporpolisi,selasapagi beneran percumalaporpolisi
78,Setelah hestek #percumalaporpolisi kini hesteg apalagi ya?,setelah hestek percumalaporpolisi kini hesteg apalagi ya ,"[('hestek', 'n'), ('percumalaporpolisi', 'n'), ('hesteg', 'n'), ('ya', 'n')]",  hestek percumalaporpolisi hesteg ya,hestek percumalaporpolisi hesteg
79,#PercumaLaporPolisi, percumalaporpolisi,"[('percumalaporpolisi', 'n')]",  percumalaporpolisi,percumalaporpolisi
80,"@febridiansyah @RasamalaArt @yudiharahap46 @hotmantmb @nazaqistsha @tatakhoiriyah @arti_put @andredenenggo @laksoanindito Opas Belanda bertindak berlebihan dlm naganin demo, jk Mahasiswa angkat senjata seperti di Miyanmar, baru mikir.. Cc. @mohmahfudmd n ", febridiansyah rasamalaart yudiharahap hotmantmb nazaqistsha tatakhoiriyah arti put andredenenggo laksoanindito opas belanda bertindak berlebihan dlm naganin demo jk mahasiswa angkat senjata seperti di miyanmar baru mikir cc mohmahfudmd n ,"[('febridiansyah', 'a'), ('rasamalaart', 'n'), ('yudiharahap', 'n'), ('hotmantmb', 'n'), ('nazaqistsha', 'a'), ('tatakhoiriyah', 'n'), ('arti', 'n'), ('put', 'v'), ('andredenenggo', 'r'), ('laksoanindito', 'a'), ('opas', 'n'), ('belanda', 'n'), ('bertindak', 'n'), ('dlm', 'n'), ('naganin', 'n'), ('demo', 'n'), ('jk', 'n'), ('mahasiswa', 'n'), ('angkat', 'n'), ('senjata', 'n'), ('miyanmar', 'n'), ('mikir', 'n'), ('cc', 'n'), ('mohmahfudmd', 'n'), ('n', 'n')]",  febridiansyah rasamalaart yudiharahap hotmantmb nazaqistsha tatakhoiriyah arti put andredenenggo laksoanindito opas belanda bertindak dlm naganin demo jk mahasiswa angkat senjata miyanmar mikir cc mohmahfudmd n,febridiansyah rasamalaart yudiharahap hotmantmb nazaqistsha tatakhoiriyah arti put andredenenggo laksoanindito opas belanda tindak dlm naganin demo jk mahasiswa angkat senjata miyanmar mikir cc mohmahfudmd n
81,"@kompascom Opas Belanda bertindak berlebihan dlm naganin demo, jk Mahasiswa angkat senjata seperti di Miyanmar, baru mikir.. Cc. @mohmahfudmd n @kompolnas_ri #PercumaLaporPolisi  #PercumaLaporPolisi  https://t.co/EJ4i8M02NF", kompascom opas belanda bertindak berlebihan dlm naganin demo jk mahasiswa angkat senjata seperti di miyanmar baru mikir cc mohmahfudmd n kompolnas ri percumalaporpolisi percumalaporpolisi ,"[('kompascom', 'n'), ('opas', None), ('belanda', 'v'), ('bertindak', 'n'), ('dlm', 'n'), ('naganin', 'n'), ('demo', 'n'), ('jk', 'n'), ('mahasiswa', 'n'), ('angkat', 'n'), ('senjata', 'n'), ('miyanmar', 'n'), ('mikir', 'n'), ('cc', 'n'), ('mohmahfudmd', 'n'), ('n', 'a'), ('kompolnas', 'n'), ('ri', 'v'), ('percumalaporpolisi', 'n'), ('percumalaporpolisi', 'n')]",  kompascom opas belanda bertindak dlm naganin demo jk mahasiswa angkat senjata miyanmar mikir cc mohmahfudmd n kompolnas ri percumalaporpolisi percumalaporpolisi,kompascom opas belanda tindak dlm naganin demo jk mahasiswa angkat senjata miyanmar mikir cc mohmahfudmd n kompolnas ri percumalaporpolisi percumalaporpolisi
82,Polisi #Smackdown pendemo? Paling bener emang #PercumaLaporPolisi,polisi smackdown pendemo paling bener emang percumalaporpolisi,"[('polisi', 'n'), ('smackdown', 'a'), ('pendemo', 'n'), ('bener', 'n'), ('emang', 'n'), ('percumalaporpolisi', 'n')]",  polisi smackdown pendemo bener emang percumalaporpolisi,polisi smackdown demo bener emang percumalaporpolisi
83,"@republikaonline Opas Belanda bertindak berlebihan dlm naganin demo, jk Mahasiswa angkat senjata seperti di Miyanmar, baru mikir.. Cc. @mohmahfudmd n @kompolnas_ri #PercumaLaporPolisi  #PercumaLaporPolisi  https://t.co/EJ4i8M02NF", republikaonline opas belanda bertindak berlebihan dlm naganin demo jk mahasiswa angkat senjata seperti di miyanmar baru mikir cc mohmahfudmd n kompolnas ri percumalaporpolisi percumalaporpolisi ,"[('republikaonline', 'n'), ('opas', 'n'), ('belanda', 'n'), ('bertindak', 'n'), ('dlm', 'n'), ('naganin', 'n'), ('demo', 'n'), ('jk', 'n'), ('mahasiswa', 'n'), ('angkat', 'n'), ('senjata', 'n'), ('miyanmar', 'n'), ('mikir', 'n'), ('cc', 'n'), ('mohmahfudmd', 'n'), ('n', 'a'), ('kompolnas', 'n'), ('ri', 'v'), ('percumalaporpolisi', 'n'), ('percumalaporpolisi', 'n')]",  republikaonline opas belanda bertindak dlm naganin demo jk mahasiswa angkat senjata miyanmar mikir cc mohmahfudmd n kompolnas ri percumalaporpolisi percumalaporpolisi,republikaonline opas belanda tindak dlm naganin demo jk mahasiswa angkat senjata miyanmar mikir cc mohmahfudmd n kompolnas ri percumalaporpolisi percumalaporpolisi
84,@IbnuTasrip #PercumaLaporPolisi kalo rate gacha masih jahat2, ibnutasrip percumalaporpolisi kalo rate gacha masih jahat ,"[('ibnutasrip', 'n'), ('percumalaporpolisi', 'n'), ('kalo', 'n'), ('rate', 'n'), ('gacha', 'n'), ('jahat', 'n')]",  ibnutasrip percumalaporpolisi kalo rate gacha jahat,ibnutasrip percumalaporpolisi kalo rate gacha jahat
85,"@PolJokesID Opas Belanda bertindak berlebihan dlm naganin demo, jk Mahasiswa angkat senjata seperti di Miyanmar, baru mikir.. Cc. @mohmahfudmd n @kompolnas_ri #PercumaLaporPolisi  #PercumaLaporPolisi  https://t.co/EJ4i8M02NF", poljokesid opas belanda bertindak berlebihan dlm naganin demo jk mahasiswa angkat senjata seperti di miyanmar baru mikir cc mohmahfudmd n kompolnas ri percumalaporpolisi percumalaporpolisi ,"[('poljokesid', 'n'), ('opas', None), ('belanda', 'v'), ('bertindak', 'n'), ('dlm', 'n'), ('naganin', 'n'), ('demo', 'n'), ('jk', 'n'), ('mahasiswa', 'n'), ('angkat', 'n'), ('senjata', 'n'), ('miyanmar', 'n'), ('mikir', 'n'), ('cc', 'n'), ('mohmahfudmd', 'n'), ('n', 'a'), ('kompolnas', 'n'), ('ri', 'v'), ('percumalaporpolisi', 'n'), ('percumalaporpolisi', 'n')]",  poljokesid opas belanda bertindak dlm naganin demo jk mahasiswa angkat senjata miyanmar mikir cc mohmahfudmd n kompolnas ri percumalaporpolisi percumalaporpolisi,poljokesid opas belanda tindak dlm naganin demo jk mahasiswa angkat senjata miyanmar mikir cc mohmahfudmd n kompolnas ri percumalaporpolisi percumalaporpolisi
86,Malas #PercumaLaporPolisi,malas percumalaporpolisi,"[('malas', 'n'), ('percumalaporpolisi', 'n')]",  malas percumalaporpolisi,malas percumalaporpolisi
87,#PercumaLaporPolisi #PercumaAdaPolisi, percumalaporpolisi percumaadapolisi,"[('percumalaporpolisi', 'n'), ('percumaadapolisi', 'n')]",  percumalaporpolisi percumaadapolisi,percumalaporpolisi percumaadapolisi
88,"@CNNIndonesia Opas Belanda bertindak berlebihan dlm naganin demo, jk Mahasiswa angkat senjata seperti di Miyanmar, baru mikir.. Cc. @mohmahfudmd n @kompolnas_ri #PercumaLaporPolisi  #PercumaLaporPolisi  https://t.co/EJ4i8M02NF", cnnindonesia opas belanda bertindak berlebihan dlm naganin demo jk mahasiswa angkat senjata seperti di miyanmar baru mikir cc mohmahfudmd n kompolnas ri percumalaporpolisi percumalaporpolisi ,"[('cnnindonesia', 'n'), ('opas', None), ('belanda', 'v'), ('bertindak', 'n'), ('dlm', 'n'), ('naganin', 'n'), ('demo', 'n'), ('jk', 'n'), ('mahasiswa', 'n'), ('angkat', 'n'), ('senjata', 'n'), ('miyanmar', 'n'), ('mikir', 'n'), ('cc', 'n'), ('mohmahfudmd', 'n'), ('n', 'a'), ('kompolnas', 'n'), ('ri', 'v'), ('percumalaporpolisi', 'n'), ('percumalaporpolisi', 'n')]",  cnnindonesia opas belanda bertindak dlm naganin demo jk mahasiswa angkat senjata miyanmar mikir cc mohmahfudmd n kompolnas ri percumalaporpolisi percumalaporpolisi,cnnindonesia opas belanda tindak dlm naganin demo jk mahasiswa angkat senjata miyanmar mikir cc mohmahfudmd n kompolnas ri percumalaporpolisi percumalaporpolisi
